MIDL 32Re, 2019-08 (nT, km/s, cm^-3, K)

#COORDINATES
GSM                     Earth orbital motion included

year month day hour minute Bx By Bz Ux Uy Uz rho T B_interp Ux_interp Uyz_interp rho_interp T_interp
#START
2019  8  3 18  0     1.93     0.82    -1.59    -358.7     32.11    -17.83     4.234      27219    0    0    0    0    0
2019  8  3 18  1     2.00     0.89    -1.36    -358.5     32.87    -17.07     4.248      27416    0    0    0    0    0
2019  8  3 18  2     2.18     1.24    -0.81    -358.1     34.18    -15.67     4.268      28083    0    0    0    0    0
2019  8  3 18  3     2.34     1.65    -0.32    -357.5     35.10    -14.71     4.252      28734    0    0    0    0    0
2019  8  3 18  4     2.32     1.68    -0.36    -357.3     35.18    -14.62     4.216      28399    0    0    0    0    0
2019  8  3 18  5     2.12     1.57    -0.83    -357.7     35.24    -15.66     4.178      27020    0    0    0    0    0
2019  8  3 18  6     1.80     1.36    -1.45    -358.1     35.27    -17.53     4.124      26080    0    0    0    0    0
2019  8  3 18  7     1.80     1.44    -1.48    -358.3     35.26    -18.13     4.196      26052    0    0    0    0    0
2019  8  3 18  8     1.82     1.54    -1.44    -358.6     34.75    -18.27     4.328      26255    0    0    0    0    0
2019  8  3 18  9     1.84     1.53    -1.42    -359.1     34.23    -18.16     4.374      26458    0    0    0    0    0
2019  8  3 18 10     1.80     1.44    -1.49    -359.2     34.27    -18.10     4.378      26458    0    0    0    0    0
2019  8  3 18 11     1.78     1.33    -1.54    -358.9     34.31    -18.54     4.391      26558    0    0    0    0    0
2019  8  3 18 12     1.77     1.23    -1.60    -358.6     34.35    -19.34     4.419      26640    0    0    0    0    0
2019  8  3 18 13     1.71     1.20    -1.74    -358.4     34.07    -20.08     4.438      26611    0    0    0    0    0
2019  8  3 18 14     1.66     1.25    -1.81    -358.3     33.77    -20.44     4.394      26475    0    0    0    0    0
2019  8  3 18 15     1.70     1.32    -1.73    -358.4     33.99    -20.46     4.342      26326    0    0    0    0    0
2019  8  3 18 16     1.71     1.40    -1.66    -358.4     34.32    -20.37     4.361      26294    0    0    0    0    0
2019  8  3 18 17     1.67     1.40    -1.67    -358.5     34.51    -19.99     4.395      25710    0    0    0    0    0
2019  8  3 18 18     1.64     1.40    -1.69    -358.5     34.61    -19.44     4.426      25193    0    0    0    0    0
2019  8  3 18 19     1.67     1.44    -1.68    -358.5     34.64    -19.19     4.472      25311    0    0    0    0    0
2019  8  3 18 20     1.72     1.49    -1.61    -358.3     34.71    -19.30     4.521      25308    0    0    0    0    0
2019  8  3 18 21     1.75     1.52    -1.56    -357.9     34.69    -19.41     4.545      25399    0    0    0    0    0
2019  8  3 18 22     1.76     1.54    -1.54    -357.5     34.68    -19.12     4.560      25510    0    0    0    0    0
2019  8  3 18 23     1.84     1.63    -1.27    -357.0     34.71    -18.35     4.581      25510    0    0    0    0    0
2019  8  3 18 24     1.96     1.87    -0.53    -357.4     34.60    -17.32     4.534      24665    0    0    0    0    0
2019  8  3 18 25     1.73     1.88    -0.37    -357.9     33.93    -17.28     4.585      22597    0    0    0    0    0
2019  8  3 18 26     1.25     1.88    -0.21    -358.4     33.05    -17.72     4.568      22021    0    0    0    0    0
2019  8  3 18 27     1.13     1.89    -0.18    -358.5     32.91    -17.42     4.714      21465    0    0    0    0    0
2019  8  3 18 28     1.10     1.92    -0.15    -359.0     33.30    -16.76     4.685      21305    0    0    0    0    0
2019  8  3 18 29     1.11     2.05    -0.08    -359.2     33.77    -16.32     4.669      21305    0    0    0    0    0
2019  8  3 18 30     1.12     2.20     0.03    -359.5     33.86    -16.05     4.642      21016    0    0    0    0    0
2019  8  3 18 31     1.12     2.34     0.15    -359.0     33.78    -16.37     4.627      20717    0    0    0    0    0
2019  8  3 18 32     1.08     2.43     0.37    -359.1     33.50    -16.65     4.509      20582    0    0    0    0    0
2019  8  3 18 33     0.95     2.64     0.92    -359.6     33.10    -16.17     4.588      18571    0    0    0    0    0
2019  8  3 18 34     0.96     2.74     1.18    -359.6     33.09    -15.92     4.649      17553    0    0    0    0    0
2019  8  3 18 35     1.00     2.75     1.19    -359.5     33.15    -15.88     4.637      17954    0    0    0    0    0
2019  8  3 18 36     0.95     2.76     1.16    -359.5     33.07    -15.76     4.621      18175    0    0    0    0    0
2019  8  3 18 37     0.93     2.77     1.12    -359.5     33.09    -15.52     4.604      17919    0    0    0    0    0
2019  8  3 18 38     1.06     2.75     1.06    -359.6     33.16    -15.39     4.649      17778    0    0    0    0    0
2019  8  3 18 39     1.25     2.74     1.03    -359.5     33.26    -15.39     4.629      18413    0    0    0    0    0
2019  8  3 18 40     1.35     2.74     1.04    -359.1     33.48    -15.45     4.616      18878    0    0    0    0    0
2019  8  3 18 41     1.37     2.75     1.03    -358.9     33.69    -15.51     4.587      18987    0    0    0    0    0
2019  8  3 18 42     1.35     2.76     1.03    -358.8     33.76    -15.47     4.575      19504    0    0    0    0    0
2019  8  3 18 43     1.28     2.72     1.14    -358.8     33.71    -15.24     4.570      19947    0    0    0    0    0
2019  8  3 18 44     1.16     2.67     1.35    -359.0     33.67    -15.03     4.532      19554    0    0    0    0    0
2019  8  3 18 45     1.09     2.64     1.45    -359.2     33.73    -14.94     4.522      18618    0    0    0    0    0
2019  8  3 18 46     1.08     2.63     1.37    -358.6     34.43    -15.14     4.528      18110    0    0    0    0    0
2019  8  3 18 47     1.05     2.62     1.29    -358.0     35.34    -15.79     4.541      18099    0    0    0    0    0
2019  8  3 18 48     1.03     2.60     1.27    -357.8     35.81    -16.45     4.506      18446    0    0    0    0    0
2019  8  3 18 49     1.08     2.60     1.24    -357.6     35.85    -16.55     4.440      19381    0    0    0    0    0
2019  8  3 18 50     1.10     2.60     1.26    -357.2     35.65    -16.61     4.442      20075    0    0    0    0    0
2019  8  3 18 51     1.09     2.59     1.33    -357.0     35.51    -16.75     4.414      19619    0    0    0    0    0
2019  8  3 18 52     1.04     2.56     1.33    -356.4     35.56    -17.57     4.440      20287    0    0    0    0    0
2019  8  3 18 53     0.90     2.58     1.34    -357.0     35.59    -17.40     4.349      20119    0    0    0    0    0
2019  8  3 18 54     0.80     2.64     1.35    -358.3     35.38    -16.67     4.335      20224    0    0    0    0    0
2019  8  3 18 55     0.79     2.66     1.33    -358.3     35.37    -16.49     4.325      20271    0    0    0    0    0
2019  8  3 18 56     0.85     2.69     1.29    -357.7     34.99    -16.95     4.384      20370    0    0    0    0    0
2019  8  3 18 57     0.92     2.76     1.20    -356.9     34.26    -17.43     4.429      20287    0    0    0    0    0
2019  8  3 18 58     0.90     2.82     1.12    -356.4     34.12    -17.35     4.482      21296    0    0    0    0    0
2019  8  3 18 59     0.87     2.81     1.09    -356.3     33.96    -16.95     4.455      21374    0    0    0    0    0
2019  8  3 19  0     0.83     2.82     0.82    -356.3     33.61    -17.06     4.434      22028    0    0    0    0    0
2019  8  3 19  1     0.75     2.79     0.41    -356.5     33.45    -17.49     4.462      22507    0    0    0    0    0
2019  8  3 19  2     0.87     2.72     0.37    -356.8     33.56    -17.17     4.475      22630    0    0    0    0    0
2019  8  3 19  3     1.32     2.68     0.38    -356.4     34.13    -15.98     4.507      23122    0    0    0    0    0
2019  8  3 19  4     1.40     2.67     0.44    -356.6     34.82    -15.35     4.417      23059    0    0    0    0    0
2019  8  3 19  5     1.46     2.61     0.58    -356.6     35.48    -15.05     4.456      22767    0    0    0    0    0
2019  8  3 19  6     1.46     2.60     0.66    -356.8     35.53    -15.11     4.442      22501    0    0    0    0    0
2019  8  3 19  7     1.46     2.57     0.48    -356.0     35.29    -15.16     4.497      21497    0    0    0    0    0
2019  8  3 19  8     1.57     2.50     0.27    -355.6     35.31    -15.78     4.618      21502    0    0    0    0    0
2019  8  3 19  9     1.61     2.52     0.07    -355.4     35.51    -16.52     4.707      21811    0    0    0    0    0
2019  8  3 19 10     1.44     2.58     0.17    -355.3     35.54    -17.16     4.716      22105    0    0    0    0    0
2019  8  3 19 11     1.24     2.65     0.22    -355.2     35.55    -17.51     4.731      22115    0    0    0    0    0
2019  8  3 19 12     1.30     2.66     0.22    -355.2     36.01    -18.33     4.819      22951    0    0    0    0    0
2019  8  3 19 13     1.30     2.65    -0.10    -355.5     36.11    -18.51     4.749      22908    0    0    0    0    0
2019  8  3 19 14     1.24     2.62    -0.31    -355.4     36.12    -18.31     4.829      22908    0    0    0    0    0
2019  8  3 19 15     1.19     2.65    -0.67    -355.7     36.11    -18.44     4.806      22660    0    0    0    0    0
2019  8  3 19 16     0.99     2.66    -0.76    -355.7     35.81    -18.67     4.851      21736    0    0    0    0    0
2019  8  3 19 17     0.79     2.67    -0.89    -356.1     35.76    -18.31     4.852      21202    0    0    0    0    0
2019  8  3 19 18     0.92     2.63    -1.09    -356.3     35.50    -17.67     4.829      21175    0    0    0    0    0
2019  8  3 19 19     0.95     2.66    -1.12    -356.7     35.07    -16.92     4.684      21028    0    0    0    0    0
2019  8  3 19 20     0.97     2.71    -0.98    -356.9     34.49    -16.68     4.637      20775    0    0    0    0    0
2019  8  3 19 21     0.94     2.74    -0.84    -356.7     34.72    -16.90     4.705      21716    0    0    0    0    0
2019  8  3 19 22     0.80     2.76    -0.76    -356.6     35.14    -16.98     4.772      20608    0    0    0    0    0
2019  8  3 19 23     0.71     2.82    -0.70    -356.4     35.75    -17.04     4.848      21285    0    0    0    0    0
2019  8  3 19 24     0.67     2.84    -0.56    -356.3     35.76    -16.91     4.908      20447    0    0    0    0    0
2019  8  3 19 25     0.65     2.89    -0.46    -356.2     35.71    -17.10     4.970      20326    0    0    0    0    0
2019  8  3 19 26     0.69     2.92    -0.41    -356.2     35.54    -16.95     4.926      19776    0    0    0    0    0
2019  8  3 19 27     0.73     2.94    -0.37    -355.7     35.59    -16.86     5.075      20357    0    0    0    0    0
2019  8  3 19 28     0.83     2.91    -0.30    -355.7     35.50    -16.84     4.753      18906    0    0    0    0    0
2019  8  3 19 29     0.90     2.89    -0.27    -355.5     35.27    -16.81     5.060      20484    0    0    0    0    0
2019  8  3 19 30     1.03     2.88    -0.18    -355.5     35.18    -16.96     4.857      19219    0    0    0    0    0
2019  8  3 19 31     1.09     2.84    -0.21    -355.9     35.22    -17.39     4.996      20399    0    0    0    0    0
2019  8  3 19 32     1.10     2.85    -0.20    -356.0     35.48    -17.43     4.929      20401    0    0    0    0    0
2019  8  3 19 33     1.14     2.85    -0.19    -355.8     35.35    -17.40     4.950      20419    0    0    0    0    0
2019  8  3 19 34     1.22     2.84     0.00    -355.7     35.02    -17.14     4.948      20419    0    0    0    0    0
2019  8  3 19 35     1.41     2.78     0.16    -355.9     34.92    -16.64     4.856      20424    0    0    0    0    0
2019  8  3 19 36     1.38     2.78     0.24    -355.9     34.66    -16.01     4.809      20487    0    0    0    0    0
2019  8  3 19 37     1.35     2.80     0.30    -356.2     34.46    -15.86     4.806      19805    0    0    0    0    0
2019  8  3 19 38     1.09     2.92     0.35    -356.0     34.45    -15.84     4.800      20535    0    0    0    0    0
2019  8  3 19 39     0.98     2.98     0.52    -356.1     34.44    -15.77     4.717      20624    0    0    0    0    0
2019  8  3 19 40     0.92     2.96     0.67    -356.2     34.32    -15.17     4.809      21072    0    0    0    0    0
2019  8  3 19 41     0.86     2.99     0.71    -356.3     34.62    -15.10     4.720      21459    0    0    0    0    0
2019  8  3 19 42     0.67     2.99     0.86    -356.3     34.61    -15.16     4.725      21913    0    0    0    0    0
2019  8  3 19 43     0.56     2.96     0.94    -356.2     34.24    -15.26     4.766      21913    0    0    0    0    0
2019  8  3 19 44     0.72     2.87     0.98    -356.3     33.88    -15.45     4.735      21925    0    0    0    0    0
